RowID	TableID	RhymeSegment	page	row_in_source	raw_text	rhyme_raw	OC_RhymeGroup	tones_raw	rhyme_tokens	tone_tokens	rhyme_numbers	source	alignment_issue	notes	image_refs
ROW_P170_T001_p170_r0013	P170_T001	9	170	13	強、明 陽部 平—平	強、明	陽部	平—平	強 | 明	平 | 平		"《爲吏治官及黔
首》"		"{""cells"": [""9"", ""強、明"", ""陽部"", ""平—平"", """"], ""cells_with_img_placeholders"": [""9"", ""強、明"", ""陽部"", ""平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p170_001
ROW_P170_T001_p170_r0014	P170_T001	18	170	14	歸、追、遺 微部 平—平—平	歸、追、遺	微部	平—平—平	歸 | 追 | 遺	平 | 平 | 平		"《爲吏治官及黔
首》"		"{""cells"": [""18"", ""歸、追、遺"", ""微部"", ""平—平—平"", """"], ""cells_with_img_placeholders"": [""18"", ""歸、追、遺"", ""微部"", ""平—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p170_001
ROW_P170_T001_p170_r0015	P170_T001	20	170	15	身、鄰 真部 平—平	身、鄰	真部	平—平	身 | 鄰	平 | 平		"《爲吏治官及黔
首》"		"{""cells"": [""20"", ""身、鄰"", ""真部"", ""平—平"", """"], ""cells_with_img_placeholders"": [""20"", ""身、鄰"", ""真部"", ""平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p170_001
ROW_P170_T001_p170_r0017	P170_T001	2	170	17	樟、英 陽部 平—平 《公子從軍》	樟、英	陽部	平—平	樟 | 英	平 | 平		《公子從軍》		"{""cells"": [""2"", ""樟、英"", ""陽部"", ""平—平"", ""《公子從軍》""], ""cells_with_img_placeholders"": [""2"", ""樟、英"", ""陽部"", ""平—平"", ""《公子從軍》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p170_001
ROW_P170_T001_p170_r0018	P170_T001	13	170	18	光、黃、旁、當、 明 陽部 平—平—平— 平—平 《禹九策》	"光、黃、旁、當、
明"	陽部	"平—平—平—
平—平"	光 | 黃 | 旁 | 當 | 明	平 | 平 | 平 | 平 | 平		《禹九策》		"{""cells"": [""13"", ""光、黃、旁、當、\n明"", ""陽部"", ""平—平—平—\n平—平"", ""《禹九策》""], ""cells_with_img_placeholders"": [""13"", ""光、黃、旁、當、\n明"", ""陽部"", ""平—平—平—\n平—平"", ""《禹九策》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], [], []], ""has_images"": true}"	IMG_p170_001
ROW_P170_T001_p170_r0019	P170_T001	14	170	19	夫、纑、塗、餘 魚部 平—平—平—平	夫、纑、塗、餘	魚部	平—平—平—平	夫 | 纑 | 塗 | 餘	平 | 平 | 平 | 平		《禹九策》		"{""cells"": [""14"", ""夫、纑、塗、餘"", ""魚部"", ""平—平—平—平"", """"], ""cells_with_img_placeholders"": [""14"", ""夫、纑、塗、餘"", ""魚部"", ""平—平—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p170_001
ROW_P170_T001_p170_r0020	P170_T001	17	170	20	平、清、嬰 耕部 平—平—平		耕部	平、清、嬰 平—平—平		平 | 清 | 嬰 | 平 | 平 | 平		《禹九策》		"{""cells"": [""17"", ""平、清、嬰"", ""耕部"", ""平—平—平"", """"], ""cells_with_img_placeholders"": [""17"", ""平、清、嬰"", ""耕部"", ""平—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [], ""has_images"": true}"	IMG_p170_001
ROW_P170_T001_p170_r0021	P170_T001	18	170	21	䌛、囚 宵、幽部 平—平	䌛、囚	宵、幽部	平—平	䌛 | 囚	平 | 平		《禹九策》		"{""cells"": [""18"", ""䌛、囚"", ""宵、幽部"", ""平—平"", """"], ""cells_with_img_placeholders"": [""18"", ""䌛、囚"", ""宵、幽部"", ""平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p170_001
ROW_P170_T001_p170_r0022	P170_T001	19	170	22	流、求、膠 幽、宵部 平—平—平	流、求、膠	幽、宵部	平—平—平	流 | 求 | 膠	平 | 平 | 平		《禹九策》		"{""cells"": [""19"", ""流、求、膠"", ""幽、宵部"", ""平—平—平"", """"], ""cells_with_img_placeholders"": [""19"", ""流、求、膠"", ""幽、宵部"", ""平—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p170_001
ROW_P170_T001_p170_r0023	P170_T001	20	170	23	行、䖟 陽部 平—平	行、䖟	陽部	平—平	行 | 䖟	平 | 平		《禹九策》		"{""cells"": [""20"", ""行、䖟"", ""陽部"", ""平—平"", """"], ""cells_with_img_placeholders"": [""20"", ""行、䖟"", ""陽部"", ""平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p170_001
ROW_P170_T001_p170_r0024	P170_T001	20	170	24	神、人 真部 平—平	神、人	真部	平—平	神 | 人	平 | 平		《禹九策》		"{""cells"": ["""", ""神、人"", ""真部"", ""平—平"", """"], ""cells_with_img_placeholders"": ["""", ""神、人"", ""真部"", ""平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p170_001
ROW_P170_T001_p170_r0025	P170_T001	23	170	25	神、人 真部 平—平	神、人	真部	平—平	神 | 人	平 | 平		《禹九策》		"{""cells"": [""23"", ""神、人"", ""真部"", ""平—平"", """"], ""cells_with_img_placeholders"": [""23"", ""神、人"", ""真部"", ""平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p170_001
ROW_P170_T001_p170_r0026	P170_T001	26	170	26	流、憂、囚 幽部 平—平—平	流、憂、囚	幽部	平—平—平	流 | 憂 | 囚	平 | 平 | 平		《禹九策》		"{""cells"": [""26"", ""流、憂、囚"", ""幽部"", ""平—平—平"", """"], ""cells_with_img_placeholders"": [""26"", ""流、憂、囚"", ""幽部"", ""平—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p170_001
ROW_P170_T001_p170_r0027	P170_T001	29	170	27	羊、兄 陽部 平—平	羊、兄	陽部	平—平	羊 | 兄	平 | 平		《禹九策》		"{""cells"": [""29"", ""羊、兄"", ""陽部"", ""平—平"", """"], ""cells_with_img_placeholders"": [""29"", ""羊、兄"", ""陽部"", ""平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p170_001
ROW_P170_T001_p170_r0028	P170_T001	33	170	28	行、行、軲 陽、魚部 平—平—平	行、行、軲	陽、魚部	平—平—平	行 | 行 | 軲	平 | 平 | 平		《禹九策》		"{""cells"": [""33"", ""行、行、軲"", ""陽、魚部"", ""平—平—平"", """"], ""cells_with_img_placeholders"": [""33"", ""行、行、軲"", ""陽、魚部"", ""平—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p170_001
ROW_P170_T001_p170_r0029	P170_T001	37	170	29	陽、常、臧 陽部 平—平—平	陽、常、臧	陽部	平—平—平	陽 | 常 | 臧	平 | 平 | 平		《禹九策》		"{""cells"": [""37"", ""陽、常、臧"", ""陽部"", ""平—平—平"", """"], ""cells_with_img_placeholders"": [""37"", ""陽、常、臧"", ""陽部"", ""平—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p170_001
ROW_P170_T001_p170_r0030	P170_T001	40	170	30	行、陽 陽部 平—平	行、陽	陽部	平—平	行 | 陽	平 | 平		《禹九策》		"{""cells"": [""40"", ""行、陽"", ""陽部"", ""平—平"", """"], ""cells_with_img_placeholders"": [""40"", ""行、陽"", ""陽部"", ""平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p170_001
ROW_P170_T001_p170_r0031	P170_T001	43	170	31	播、讙 歌、元部 平—平	播、讙	歌、元部	平—平	播 | 讙	平 | 平		《禹九策》		"{""cells"": [""43"", ""播、讙"", ""歌、元部"", ""平—平"", """"], ""cells_with_img_placeholders"": [""43"", ""播、讙"", ""歌、元部"", ""平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p170_001
ROW_P170_T001_p170_r0032	P170_T001	43	170	32	華、圖 魚部 平—平	華、圖	魚部	平—平	華 | 圖	平 | 平		《禹九策》		"{""cells"": ["""", ""華、圖"", ""魚部"", ""平—平"", """"], ""cells_with_img_placeholders"": ["""", ""華、圖"", ""魚部"", ""平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p170_001
ROW_P170_T001_p170_r0033	P170_T001	48	170	33	訧、來、時、祠、 之、牛、久、來、 謀、牛 之部 平—平—平— 平—平—平— 平—平	"訧、來、時、祠、
之、牛、久、來、
謀、牛"	之部	"平—平—平—
平—平—平—
平—平"	訧 | 來 | 時 | 祠 | 之 | 牛 | 久 | 來 | 謀 | 牛	平 | 平 | 平 | 平 | 平 | 平 | 平 | 平		《禹九策》	1	"{""cells"": [""48"", ""訧、來、時、祠、\n之、牛、久、來、\n謀、牛"", ""之部"", ""平—平—平—\n平—平—平—\n平—平"", """"], ""cells_with_img_placeholders"": [""48"", ""訧、來、時、祠、\n之、牛、久、來、\n謀、牛"", ""之部"", ""平—平—平—\n平—平—平—\n平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], [], [], [], [], [], [], []], ""has_images"": true}"	IMG_p170_001
ROW_P170_T001_p170_r0034	P170_T001	50	170	34	終、中、竆、竆 冬部 平—平—平—平	終、中、竆、竆	冬部	平—平—平—平	終 | 中 | 竆 | 竆	平 | 平 | 平 | 平		《禹九策》		"{""cells"": [""50"", ""終、中、竆、竆"", ""冬部"", ""平—平—平—平"", """"], ""cells_with_img_placeholders"": [""50"", ""終、中、竆、竆"", ""冬部"", ""平—平—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p170_001
ROW_P170_T001_p170_r0035	P170_T001	50	170	35	共（供）、攻、庸 東部 平—平—平	共（供）、攻、庸	東部	平—平—平	共（供） | 攻 | 庸	平 | 平 | 平		《禹九策》		"{""cells"": ["""", ""共（供）、攻、庸"", ""東部"", ""平—平—平"", """"], ""cells_with_img_placeholders"": ["""", ""共（供）、攻、庸"", ""東部"", ""平—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p170_001
ROW_P170_T001_p170_r0036	P170_T001	52	170	36	空、龍、桐 東部 平—平—平	空、龍、桐	東部	平—平—平	空 | 龍 | 桐	平 | 平 | 平		《禹九策》		"{""cells"": [""52"", ""空、龍、桐"", ""東部"", ""平—平—平"", """"], ""cells_with_img_placeholders"": [""52"", ""空、龍、桐"", ""東部"", ""平—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p170_001
ROW_P171_T001_p171_r0001	P171_T001	57	171	1	歸、遺、追 微部 平—平—平 《從政之經》	歸、遺、追	微部	平—平—平	歸 | 遺 | 追	平 | 平 | 平		《從政之經》		"{""cells"": [""57"", ""歸、遺、追"", ""微部"", ""平—平—平"", ""《從政之經》""], ""cells_with_img_placeholders"": [""57"", ""歸、遺、追"", ""微部"", ""平—平—平"", ""《從政之經》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p171_001,IMG_p171_002
ROW_P171_T001_p171_r0002	P171_T001	63	171	2	剛、良、昌、明、 光、明、堂、當、 陽、腸、詇（殃）、 亡 陽部 平—平—平— 平—平—平— 平—平—平— 平—平—平 《教女》	"剛、良、昌、明、
光、明、堂、當、
陽、腸、詇（殃）、
亡"	陽部	"平—平—平—
平—平—平—
平—平—平—
平—平—平"	剛 | 良 | 昌 | 明 | 光 | 明 | 堂 | 當 | 陽 | 腸 | 詇（殃） | 亡	平 | 平 | 平 | 平 | 平 | 平 | 平 | 平 | 平 | 平 | 平 | 平		《教女》		"{""cells"": [""63"", ""剛、良、昌、明、\n光、明、堂、當、\n陽、腸、詇（殃）、\n亡"", ""陽部"", ""平—平—平—\n平—平—平—\n平—平—平—\n平—平—平"", ""《教女》""], ""cells_with_img_placeholders"": [""63"", ""剛、良、昌、明、\n光、明、堂、當、\n陽、腸、詇（殃）、\n亡"", ""陽部"", ""平—平—平—\n平—平—平—\n平—平—平—\n平—平—平"", ""《教女》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], [], [], [], [], [], [], [], [], []], ""has_images"": true}"	IMG_p171_001,IMG_p171_002
ROW_P171_T001_p171_r0003	P171_T001	71	171	3	逢、從 東部 平—平	逢、從	東部	平—平	逢 | 從	平 | 平		《教女》		"{""cells"": [""71"", ""逢、從"", ""東部"", ""平—平"", """"], ""cells_with_img_placeholders"": [""71"", ""逢、從"", ""東部"", ""平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p171_001,IMG_p171_002
ROW_P171_T001_p171_r0004	P171_T001	73	171	4	都、盧 魚部 平—平 《隱書》	都、盧	魚部	平—平	都 | 盧	平 | 平		《隱書》		"{""cells"": [""73"", ""都、盧"", ""魚部"", ""平—平"", ""《隱書》""], ""cells_with_img_placeholders"": [""73"", ""都、盧"", ""魚部"", ""平—平"", ""《隱書》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p171_001,IMG_p171_002
ROW_P171_T001_p171_r0005	P171_T001	77	171	5	如、疏 魚部 平—平	如、疏	魚部	平—平	如 | 疏	平 | 平		《隱書》		"{""cells"": [""77"", ""如、疏"", ""魚部"", ""平—平"", """"], ""cells_with_img_placeholders"": [""77"", ""如、疏"", ""魚部"", ""平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p171_001,IMG_p171_002
ROW_P171_T001_p171_r0006	P171_T001	78	171	6	蠶、湛、湛、湛、 林 侵部 平—平—平— 平—平 《酒令》	"蠶、湛、湛、湛、
林"	侵部	"平—平—平—
平—平"	蠶 | 湛 | 湛 | 湛 | 林	平 | 平 | 平 | 平 | 平		《酒令》		"{""cells"": [""78"", ""蠶、湛、湛、湛、\n林"", ""侵部"", ""平—平—平—\n平—平"", ""《酒令》""], ""cells_with_img_placeholders"": [""78"", ""蠶、湛、湛、湛、\n林"", ""侵部"", ""平—平—平—\n平—平"", ""《酒令》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], [], []], ""has_images"": true}"	IMG_p171_001,IMG_p171_002
ROW_P172_T001_p172_r0003	P172_T001	6	172	2	後、口 侯部 上—上 《爲吏之道》	後、口	侯部	上—上	後 | 口	上 | 上		《爲吏之道》		"{""cells"": [""6"", ""後、口"", ""侯部"", ""上—上"", ""《爲吏之道》""], ""cells_with_img_placeholders"": [""6"", ""後、口"", ""侯部"", ""上—上"", ""《爲吏之道》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p172_001
ROW_P172_T001_p172_r0004	P172_T001	8	172	3	甚、甚 侵部 上—上	甚、甚	侵部	上—上	甚 | 甚	上 | 上		《爲吏之道》		"{""cells"": [""8"", ""甚、甚"", ""侵部"", ""上—上"", """"], ""cells_with_img_placeholders"": [""8"", ""甚、甚"", ""侵部"", ""上—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p172_001
ROW_P172_T001_p172_r0005	P172_T001	14	172	4	賞、長 陽部 上—上	賞、長	陽部	上—上	賞 | 長	上 | 上		《爲吏之道》		"{""cells"": [""14"", ""賞、長"", ""陽部"", ""上—上"", """"], ""cells_with_img_placeholders"": [""14"", ""賞、長"", ""陽部"", ""上—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p172_001
ROW_P173_T001_p173_r0001	P173_T001	56	173	1	咎、道 幽部 上—上 《出邦門》	咎、道	幽部	上—上	咎 | 道	上 | 上		《出邦門》		"{""cells"": [""56"", ""咎、道"", ""幽部"", ""上—上"", ""《出邦門》""], ""cells_with_img_placeholders"": [""56"", ""咎、道"", ""幽部"", ""上—上"", ""《出邦門》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p173_001,IMG_p173_002,IMG_p173_003,IMG_p173_004,IMG_p173_005
ROW_P173_T001_p173_r0002	P173_T001	58	173	2	馬、土 魚部 上—上 《馬禖》	馬、土	魚部	上—上	馬 | 土	上 | 上		《馬禖》		"{""cells"": [""58"", ""馬、土"", ""魚部"", ""上—上"", ""《馬禖》""], ""cells_with_img_placeholders"": [""58"", ""馬、土"", ""魚部"", ""上—上"", ""《馬禖》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p173_001,IMG_p173_002,IMG_p173_003,IMG_p173_004,IMG_p173_005
ROW_P173_T001_p173_r0004	P173_T001	1	173	4	咎、道 幽部 上—上 《日甲·禹須臾行 不得擇日》	咎、道	幽部	上—上	咎 | 道	上 | 上		"《日甲·禹須臾行
不得擇日》"		"{""cells"": [""1"", ""咎、道"", ""幽部"", ""上—上"", ""《日甲·禹須臾行\n不得擇日》""], ""cells_with_img_placeholders"": [""1"", ""咎、道"", ""幽部"", ""上—上"", ""《日甲[IMG:IMG_p173_001]禹須臾行\n不得擇日》""], ""cell_image_map"": [[], [], [], [], [""IMG_p173_001""]], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p173_001,IMG_p173_002,IMG_p173_003,IMG_p173_004,IMG_p173_005
ROW_P173_T001_p173_r0005	P173_T001	3	173	5	咎、道 幽部 上—上 《日乙·禹須臾行 不得擇日》	咎、道	幽部	上—上	咎 | 道	上 | 上		"《日乙·禹須臾行
不得擇日》"		"{""cells"": [""3"", ""咎、道"", ""幽部"", ""上—上"", ""《日乙·禹須臾行\n不得擇日》""], ""cells_with_img_placeholders"": [""3"", ""咎、道"", ""幽部"", ""上—上"", ""《日乙[IMG:IMG_p173_001]禹須臾行\n不得擇日》""], ""cell_image_map"": [[], [], [], [], [""IMG_p173_001""]], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p173_001,IMG_p173_002,IMG_p173_003,IMG_p173_004,IMG_p173_005
ROW_P173_T001_p173_r0006	P173_T001	4	173	6	伍、伍 魚部 上—上 《自天降令》	伍、伍	魚部	上—上	伍 | 伍	上 | 上		《自天降令》		"{""cells"": [""4"", ""伍、伍"", ""魚部"", ""上—上"", ""《自天降令》""], ""cells_with_img_placeholders"": [""4"", ""伍、伍"", ""魚部"", ""上—上"", ""《自天降令》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p173_001,IMG_p173_002,IMG_p173_003,IMG_p173_004,IMG_p173_005
ROW_P173_T001_p173_r0008	P173_T001	9	173	8	遠、羽 元、魚部 上—上 《歸藏》	遠、羽	元、魚部	上—上	遠 | 羽	上 | 上		《歸藏》		"{""cells"": [""9"", ""遠、羽"", ""元、魚部"", ""上—上"", ""《歸藏》""], ""cells_with_img_placeholders"": [""9"", ""遠、羽"", ""元、魚部"", ""上—上"", ""《歸藏》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p173_001,IMG_p173_002,IMG_p173_003,IMG_p173_004,IMG_p173_005
